Country,Gender,Trust_Index
Egypt,Male,No score
Egypt,Male,High trust
Egypt,Female,High trust
Egypt,Female,Medium trust
Egypt,Male,Medium trust
Egypt,Female,No score
Egypt,Male,No score
Egypt,Female,No score
Egypt,Male,No score
Egypt,Male,No score
Egypt,Male,No score
Egypt,Male,No score
Egypt,Male,No score
Egypt,Male,High trust
Egypt,Male,No score
Egypt,Female,No score
Egypt,Female,No score
Egypt,Male,Medium trust
Egypt,Male,No score
Egypt,Female,High trust
Egypt,Male,Medium trust
Egypt,Male,No score
Egypt,Male,No score
Egypt,Female,Medium trust
Egypt,Female,No score
Egypt,Female,No score
Egypt,Female,No score
Egypt,Male,No score
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Female,No score
Egypt,Female,No score
Egypt,Female,Medium trust
Egypt,Female,No score
Egypt,Male,Low trust
Egypt,Male,High trust
Egypt,Female,Medium trust
Egypt,Male,High trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Female,No score
Egypt,Male,Medium trust
Egypt,Female,No score
Egypt,Male,No score
Egypt,Female,No score
Egypt,Female,High trust
Egypt,Female,Medium trust
Egypt,Male,Medium trust
Egypt,Male,High trust
Egypt,Female,Medium trust
Egypt,Male,Medium trust
Egypt,Female,High trust
Egypt,Male,Medium trust
Egypt,Female,High trust
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Low trust
Egypt,Female,Low trust
Egypt,Female,High trust
Egypt,Male,Low trust
Egypt,Male,Medium trust
Egypt,Female,High trust
Egypt,Male,High trust
Egypt,Male,Medium trust
Egypt,Female,No score
Egypt,Female,No score
Egypt,Male,Medium trust
Egypt,Female,High trust
Egypt,Male,Medium trust
Egypt,Male,Medium trust
Egypt,Female,High trust
Egypt,Female,Medium trust
Egypt,Male,Medium trust
Egypt,Male,Medium trust
Egypt,Female,No score
Egypt,Female,No score
Egypt,Female,Medium trust
Egypt,Male,No score
Egypt,Male,Medium trust
Egypt,Female,No score
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Female,No score
Egypt,Female,Medium trust
Egypt,Female,No score
Egypt,Female,No score
Egypt,Male,No score
Egypt,Female,No score
Egypt,Male,No score
Egypt,Female,Medium trust
Egypt,Male,Medium trust
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Male,No score
Egypt,Male,No score
Egypt,Male,No score
Egypt,Male,Medium trust
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Female,No score
Egypt,Male,Low trust
Egypt,Female,Medium trust
Egypt,Female,No score
Egypt,Male,Medium trust
Egypt,Female,No score
Egypt,Female,No score
Egypt,Female,No score
Egypt,Male,Low trust
Egypt,Female,No score
Egypt,Male,No score
Egypt,Male,No score
Egypt,Male,Low trust
Egypt,Male,Medium trust
Egypt,Male,Low trust
Egypt,Male,Low trust
Egypt,Male,Medium trust
Egypt,Male,No score
Egypt,Male,Medium trust
Egypt,Male,No score
Egypt,Male,Low trust
Egypt,Male,No score
Egypt,Female,No score
Egypt,Male,Low trust
Egypt,Female,Low trust
Egypt,Male,No score
Egypt,Female,No score
Egypt,Male,No score
Egypt,Female,No score
Egypt,Female,No score
Egypt,Male,Medium trust
Egypt,Male,Low trust
Egypt,Male,Medium trust
Egypt,Female,No score
Egypt,Female,Medium trust
Egypt,Male,No score
Egypt,Female,Medium trust
Egypt,Male,Medium trust
Egypt,Male,No score
Egypt,Male,High trust
Egypt,Female,Medium trust
Egypt,Female,High trust
Egypt,Male,No score
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Female,No score
Egypt,Female,Medium trust
Egypt,Male,No score
Egypt,Female,Medium trust
Egypt,Female,Low trust
Egypt,Female,No score
Egypt,Female,No score
Egypt,Female,High trust
Egypt,Female,No score
Egypt,Female,Medium trust
Egypt,Female,No score
Egypt,Male,Low trust
Egypt,Female,Medium trust
Egypt,Male,Low trust
Egypt,Female,No score
Egypt,Male,No score
Egypt,Male,No score
Egypt,Female,No score
Egypt,Female,No score
Egypt,Male,Medium trust
Egypt,Female,No score
Egypt,Female,Medium trust
Egypt,Female,No score
Egypt,Female,High trust
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Low trust
Egypt,Female,Medium trust
Egypt,Female,No score
Egypt,Male,Medium trust
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Male,No score
Egypt,Male,Low trust
Egypt,Female,Medium trust
Egypt,Female,No score
Egypt,Male,No score
Egypt,Female,High trust
Egypt,Female,Medium trust
Egypt,Male,High trust
Egypt,Female,High trust
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Male,High trust
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Female,No score
Egypt,Female,High trust
Egypt,Male,High trust
Egypt,Male,Medium trust
Egypt,Female,High trust
Egypt,Male,High trust
Egypt,Male,High trust
Egypt,Female,High trust
Egypt,Male,High trust
Egypt,Female,No score
Egypt,Male,High trust
Egypt,Female,No score
Egypt,Male,High trust
Egypt,Male,High trust
Egypt,Female,High trust
Egypt,Female,Medium trust
Egypt,Male,High trust
Egypt,Female,High trust
Egypt,Male,Medium trust
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Male,High trust
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Male,High trust
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Male,High trust
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Male,High trust
Egypt,Female,Medium trust
Egypt,Female,High trust
Egypt,Male,Medium trust
Egypt,Male,Medium trust
Egypt,Male,Medium trust
Egypt,Female,No score
Egypt,Female,High trust
Egypt,Female,Medium trust
Egypt,Female,High trust
Egypt,Female,No score
Egypt,Female,Medium trust
Egypt,Male,Medium trust
Egypt,Male,Medium trust
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Male,Low trust
Egypt,Male,High trust
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Male,Medium trust
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Male,High trust
Egypt,Male,Medium trust
Egypt,Male,Medium trust
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Male,Medium trust
Egypt,Female,High trust
Egypt,Male,Medium trust
Egypt,Male,High trust
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Male,High trust
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Female,Medium trust
Egypt,Female,No score
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Male,High trust
Egypt,Female,Medium trust
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Female,No score
Egypt,Female,High trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Male,Medium trust
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Male,High trust
Egypt,Female,High trust
Egypt,Male,High trust
Egypt,Female,High trust
Egypt,Female,High trust
Egypt,Female,Medium trust
Egypt,Male,Medium trust
Egypt,Male,Medium trust
Egypt,Male,High trust
Egypt,Female,Medium trust
Egypt,Female,No score
Egypt,Female,Medium trust
Egypt,Male,Medium trust
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Male,Medium trust
Egypt,Male,Medium trust
Egypt,Male,Medium trust
Egypt,Female,High trust
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Female,High trust
Egypt,Male,High trust
Egypt,Male,High trust
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Male,Medium trust
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Female,High trust
Egypt,Female,Medium trust
Egypt,Female,High trust
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Male,Medium trust
Egypt,Male,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Female,Medium trust
Egypt,Male,Medium trust
Egypt,Male,Low trust
Egypt,Female,Medium trust
Egypt,Female,Low trust
Egypt,Female,Medium trust
